ツイート本文,ツイート本文_x,時間,media_exist,reply_flg,URLクリック数,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,ハッシュタグクリック,フォローしている,メディアのエンゲージメント数,メディアの再生数,ユーザープロフィールクリック,詳細クリック,返信,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
"@Rbysx5xB7eLJmG8 こちらこそありがとうございます🥰
看護師なんですね!!
みるく共々仲良くしていただけたら嬉しいです💞
よろしくお願い致します😊", こちらこそありがとうございます🥰 看護師なんですね みるく共々仲良くしていただけたら嬉しいです💞 よろしくお願い致します😊,2020-05-27 03:08:00+00:00,False,True,0.0,1.0,0.0,60.0,2.0,0.0333333333333333,0.0,0,0,0,1.0,0.0,0.0,62,20200527,2020,5,27,3,2,22
@lala65884361 こーやってすぐいじけちゃうんです🤣, こーやってすぐいじけちゃうんです🤣,2020-05-26 12:22:00+00:00,False,True,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,18,20200526,2020,5,26,12,1,22
@NwLAFThPCg9erP6 ありがとうございます💞, ありがとうございます💞,2020-05-26 12:01:00+00:00,False,True,0.0,1.0,0.0,34.0,1.0,0.0294117647058823,0.0,0,0,0,0.0,0.0,0.0,12,20200526,2020,5,26,12,1,22
"夕食の間、かまわなかったらいじけてた🤣🤣
#犬好きさんと繋がりたい https://t.co/Rg5ySiVqFr",夕食の間、かまわなかったらいじけてた🤣🤣 犬好きさんと繋がりたい ,2020-05-26 11:46:00+00:00,True,False,2.0,396.0,5.0,4223.0,685.0,0.162206961875444,0.0,0,151,1307,85.0,42.0,4.0,33,20200526,2020,5,26,11,1,22
@ue260227 ありがとうございます💞, ありがとうございます💞,2020-05-26 11:21:00+00:00,False,True,0.0,1.0,0.0,60.0,2.0,0.0333333333333333,0.0,0,0,0,0.0,0.0,1.0,12,20200526,2020,5,26,11,1,22
@akanekomie ありがとうございます😍, ありがとうございます😍,2020-05-26 11:21:00+00:00,False,True,0.0,1.0,0.0,39.0,1.0,0.0256410256410256,0.0,0,0,0,0.0,0.0,0.0,12,20200526,2020,5,26,11,1,22
@lucky_doragon お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-26 11:20:00+00:00,False,True,0.0,1.0,0.0,19.0,1.0,0.0526315789473684,0.0,0,0,0,0.0,0.0,0.0,19,20200526,2020,5,26,11,1,22
@yuzu05yuzu05 ありがとうございます💞, ありがとうございます💞,2020-05-26 09:06:00+00:00,False,True,0.0,1.0,0.0,24.0,1.0,0.0416666666666666,0.0,0,0,0,0.0,0.0,0.0,12,20200526,2020,5,26,9,1,22
"@pink11_hytnrs30 ありがとうございます💞
絵文字素敵です😍
毎日元気を目標に過ごしたいです🥰", ありがとうございます💞 絵文字素敵です😍 毎日元気を目標に過ごしたいです🥰,2020-05-26 09:06:00+00:00,False,True,0.0,1.0,0.0,25.0,1.0,0.04,0.0,0,0,0,0.0,0.0,0.0,38,20200526,2020,5,26,9,1,22
@Suzuka3228 とっても幸せです🥰, とっても幸せです🥰,2020-05-26 09:05:00+00:00,False,True,0.0,1.0,0.0,17.0,2.0,0.1176470588235294,0.0,0,0,0,0.0,1.0,0.0,10,20200526,2020,5,26,9,1,22
@ue260227 ありがとうございます💞, ありがとうございます💞,2020-05-26 09:04:00+00:00,False,True,0.0,1.0,0.0,70.0,2.0,0.0285714285714285,0.0,0,0,0,0.0,0.0,1.0,12,20200526,2020,5,26,9,1,22
"@ue260227 今日も元気いっぱいみるくです🥰
ありがとうございます💞", 今日も元気いっぱいみるくです🥰 ありがとうございます💞,2020-05-26 09:04:00+00:00,False,True,0.0,1.0,0.0,82.0,2.0,0.024390243902439,0.0,0,0,0,0.0,0.0,1.0,28,20200526,2020,5,26,9,1,22
"@mamuiicha そうですよね😣
ほんと、気をつけないと😭", そうですよね😣 ほんと、気をつけないと😭,2020-05-26 09:03:00+00:00,False,True,0.0,1.0,0.0,37.0,1.0,0.027027027027027,0.0,0,0,0,0.0,0.0,0.0,21,20200526,2020,5,26,9,1,22
"@yamo_saku お祝いのお言葉ありがとうございます🥰
 こちらこそ、よろしくお願い致します💞", お祝いのお言葉ありがとうございます🥰  こちらこそ、よろしくお願い致します💞,2020-05-26 09:03:00+00:00,False,True,0.0,0.0,0.0,41.0,4.0,0.0975609756097561,0.0,0,0,0,2.0,2.0,0.0,39,20200526,2020,5,26,9,1,22
@Yuzu190211 ありがとうございます🥰, ありがとうございます🥰,2020-05-26 09:03:00+00:00,False,True,0.0,1.0,0.0,36.0,1.0,0.0277777777777777,0.0,0,0,0,0.0,0.0,0.0,12,20200526,2020,5,26,9,1,22
"@mamuiicha お返事遅くなり申し訳ございません😢
ご心配ありがとうございます💞
前に、骨を盗みたべられたことがあったので、それからは気をつけるようにしています😭", お返事遅くなり申し訳ございません😢 ご心配ありがとうございます💞 前に、骨を盗みたべられたことがあったので、それからは気をつけるようにしています😭,2020-05-25 16:56:00+00:00,False,True,0.0,1.0,0.0,72.0,7.0,0.0972222222222222,0.0,0,0,0,1.0,4.0,1.0,74,20200525,2020,5,25,16,0,22
"@wAfpk0cEv2AE51c 本当ですよね🥰
愛おしいです💞", 本当ですよね🥰 愛おしいです💞,2020-05-25 16:55:00+00:00,False,True,0.0,1.0,0.0,33.0,1.0,0.0303030303030303,0.0,0,0,0,0.0,0.0,0.0,16,20200525,2020,5,25,16,0,22
"@SakuRa_Yamo お返事遅くなりすみません😢
同じ名前なんですね!!
勝手に親近感持っちゃいます🥰
フォロバさせていただきました
よろしくお願い致します💞", お返事遅くなりすみません😢 同じ名前なんですね 勝手に親近感持っちゃいます🥰 フォロバさせていただきました よろしくお願い致します💞,2020-05-25 16:55:00+00:00,False,True,0.0,1.0,0.0,111.0,4.0,0.036036036036036,0.0,0,0,0,1.0,1.0,1.0,67,20200525,2020,5,25,16,0,22
"@23Donghae お返事遅くなりました😢すみません😭
前に骨を盗み食べたことがあったので😣
それからは我が家も気をつけるようにしてます😭", お返事遅くなりました😢すみません😭 前に骨を盗み食べたことがあったので😣 それからは我が家も気をつけるようにしてます😭,2020-05-25 16:53:00+00:00,False,True,0.0,0.0,0.0,18.0,1.0,0.0555555555555555,0.0,0,0,0,1.0,0.0,0.0,60,20200525,2020,5,25,16,0,22
"@Suzuka3228 そうですね😭
いつも頑張ってくれてます😥", そうですね😭 いつも頑張ってくれてます😥,2020-05-25 16:52:00+00:00,False,True,0.0,1.0,0.0,45.0,2.0,0.0444444444444444,0.0,0,0,0,0.0,0.0,1.0,21,20200525,2020,5,25,16,0,22
@ikutoginji 私も毎日仕事に行くのが辛くなります😭, 私も毎日仕事に行くのが辛くなります😭,2020-05-25 16:51:00+00:00,False,True,0.0,1.0,0.0,39.0,1.0,0.0256410256410256,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@chai66428565 こっちが悲しくなっちゃいますよね😭, こっちが悲しくなっちゃいますよね😭,2020-05-25 16:50:00+00:00,False,True,0.0,1.0,0.0,111.0,3.0,0.027027027027027,0.0,0,0,0,1.0,0.0,1.0,18,20200525,2020,5,25,16,0,22
@fuku68110058 可哀想になりますよね😥😥, 可哀想になりますよね😥😥,2020-05-25 16:50:00+00:00,False,True,0.0,1.0,0.0,49.0,2.0,0.0408163265306122,0.0,0,0,0,1.0,0.0,0.0,13,20200525,2020,5,25,16,0,22
@mitu02769550 @n_uvao 愛おしいですよね🥰,  愛おしいですよね🥰,2020-05-25 16:50:00+00:00,False,True,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11,20200525,2020,5,25,16,0,22
@kujira3150 お腹の上です😂, お腹の上です😂,2020-05-25 16:49:00+00:00,False,True,0.0,1.0,0.0,29.0,1.0,0.0344827586206896,0.0,0,0,0,0.0,0.0,0.0,8,20200525,2020,5,25,16,0,22
@sabaosama_ayaka ありがとうございます😍, ありがとうございます😍,2020-05-25 16:49:00+00:00,False,True,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@ue260227 ありがとうございます💞, ありがとうございます💞,2020-05-25 16:49:00+00:00,False,True,0.0,1.0,0.0,58.0,2.0,0.0344827586206896,0.0,0,0,0,0.0,0.0,1.0,12,20200525,2020,5,25,16,0,22
@matsu_z50 ありがとうございます🥰, ありがとうございます🥰,2020-05-25 16:48:00+00:00,False,True,0.0,1.0,0.0,55.0,2.0,0.0363636363636363,0.0,0,0,0,1.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@kanoshioreo ありがとうございます😍, ありがとうございます😍,2020-05-25 16:48:00+00:00,False,True,0.0,1.0,0.0,34.0,1.0,0.0294117647058823,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@fumichan112 お祝いのお言葉ありがとうございます💞, お祝いのお言葉ありがとうございます💞,2020-05-25 16:48:00+00:00,False,True,0.0,1.0,0.0,62.0,3.0,0.0483870967741935,0.0,0,0,0,2.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@4696paru ありがとうございます🥰, ありがとうございます🥰,2020-05-25 16:48:00+00:00,False,True,0.0,1.0,0.0,18.0,1.0,0.0555555555555555,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@sena_1_1_0 ありがとうございます😍, ありがとうございます😍,2020-05-25 16:47:00+00:00,False,True,0.0,1.0,0.0,25.0,1.0,0.04,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
"@3YE3Wu52glQezrc お祝いのお言葉ありがとうございます💞
楽しい1年になったらいいな😊", お祝いのお言葉ありがとうございます💞 楽しい年になったらいいな😊,2020-05-25 16:47:00+00:00,False,True,0.0,1.0,0.0,67.0,2.0,0.0298507462686567,0.0,0,0,0,1.0,0.0,0.0,33,20200525,2020,5,25,16,0,22
"@Mallonglace0915 ありがとうございます😍
絵文字素敵ですね🥰", ありがとうございます😍 絵文字素敵ですね🥰,2020-05-25 16:46:00+00:00,False,True,0.0,1.0,0.0,16.0,1.0,0.0625,0.0,0,0,0,0.0,0.0,0.0,22,20200525,2020,5,25,16,0,22
"@RaTosie お祝いのお言葉ありがとうございます😊
ハッピーな1年になれたらいいな💞", お祝いのお言葉ありがとうございます😊 ハッピーな年になれたらいいな💞,2020-05-25 16:46:00+00:00,False,True,0.0,1.0,0.0,23.0,1.0,0.0434782608695652,0.0,0,0,0,0.0,0.0,0.0,35,20200525,2020,5,25,16,0,22
@Namiwanyukiwan お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-25 16:45:00+00:00,False,True,0.0,1.0,0.0,49.0,1.0,0.0204081632653061,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@himetomofu3 ありがとうございます😍, ありがとうございます😍,2020-05-25 16:45:00+00:00,False,True,0.0,2.0,0.0,41.0,2.0,0.048780487804878,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
"@yasasi0327 ありがとうございます💞
毎日元気に健やかに過ごしたいです💞", ありがとうございます💞 毎日元気に健やかに過ごしたいです💞,2020-05-25 16:45:00+00:00,False,True,0.0,1.0,0.0,15.0,1.0,0.0666666666666666,0.0,0,0,0,0.0,0.0,0.0,30,20200525,2020,5,25,16,0,22
"@Lu9bJmkWJx7YR1X お祝いのお言葉ありがとうございます🥰
毎日元気に過ごしていきたいです😊", お祝いのお言葉ありがとうございます🥰 毎日元気に過ごしていきたいです😊,2020-05-25 16:44:00+00:00,False,True,0.0,1.0,0.0,19.0,1.0,0.0526315789473684,0.0,0,0,0,0.0,0.0,0.0,36,20200525,2020,5,25,16,0,22
@ZuNegibo ありがとうございます😍, ありがとうございます😍,2020-05-25 16:44:00+00:00,False,True,0.0,1.0,0.0,13.0,1.0,0.0769230769230769,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@dachchux2 ありがとうございます🥰, ありがとうございます🥰,2020-05-25 16:43:00+00:00,False,True,0.0,1.0,0.0,23.0,2.0,0.0869565217391304,0.0,0,0,0,1.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
"@eo7VXYO2dbs8VSz ありがとうございます🥰
楽しく過ごしていきたいです💞", ありがとうございます🥰 楽しく過ごしていきたいです💞,2020-05-25 16:43:00+00:00,False,True,0.0,1.0,0.0,16.0,1.0,0.0625,0.0,0,0,0,0.0,0.0,0.0,27,20200525,2020,5,25,16,0,22
@miruchinon お祝いのお言葉ありがとうございます😍, お祝いのお言葉ありがとうございます😍,2020-05-25 16:43:00+00:00,False,True,0.0,1.0,0.0,24.0,5.0,0.2083333333333333,0.0,0,0,0,0.0,3.0,1.0,19,20200525,2020,5,25,16,0,22
"@pink11_hytnrs30 お祝いのお言葉ありがとうございます😍
絵文字素敵ですね🥰", お祝いのお言葉ありがとうございます😍 絵文字素敵ですね🥰,2020-05-25 16:43:00+00:00,False,True,0.0,1.0,0.0,37.0,1.0,0.027027027027027,0.0,0,0,0,0.0,0.0,0.0,29,20200525,2020,5,25,16,0,22
"@hitomin_rabi お祝いのお言葉ありがとうございます🥰
今年は毎日元気に楽しく過ごしたいです😊", お祝いのお言葉ありがとうございます🥰 今年は毎日元気に楽しく過ごしたいです😊,2020-05-25 16:43:00+00:00,False,True,0.0,1.0,0.0,15.0,1.0,0.0666666666666666,0.0,0,0,0,0.0,0.0,0.0,39,20200525,2020,5,25,16,0,22
"@grc7pine お祝いのお言葉ありがとうございます🥰
誕生日お祝いにカットしました😊
今年は元気に過ごしたいです🥺", お祝いのお言葉ありがとうございます🥰 誕生日お祝いにカットしました😊 今年は元気に過ごしたいです🥺,2020-05-25 16:42:00+00:00,False,True,0.0,1.0,0.0,23.0,1.0,0.0434782608695652,0.0,0,0,0,0.0,0.0,0.0,50,20200525,2020,5,25,16,0,22
"@n_uvao 3ミリにカットしました😂
嬉しいお言葉ありがとうございます😍", ミリにカットしました😂 嬉しいお言葉ありがとうございます😍,2020-05-25 16:42:00+00:00,False,True,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,30,20200525,2020,5,25,16,0,22
@mairosan0606 ありがとうございます🥰, ありがとうございます🥰,2020-05-25 16:42:00+00:00,False,True,0.0,1.0,0.0,22.0,1.0,0.0454545454545454,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
"@ue260227 可愛いです😍
お祝いのお言葉ありがとうございます💞
元気な毎日を送りたいです😊", 可愛いです😍 お祝いのお言葉ありがとうございます💞 元気な毎日を送りたいです😊,2020-05-25 16:41:00+00:00,False,True,0.0,1.0,0.0,82.0,2.0,0.024390243902439,0.0,0,0,0,0.0,0.0,1.0,40,20200525,2020,5,25,16,0,22
@maki_t_ys ありがとうございます💞, ありがとうございます💞,2020-05-25 16:41:00+00:00,False,True,0.0,1.0,0.0,27.0,1.0,0.037037037037037,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@miyakotto ありがとうございます💞, ありがとうございます💞,2020-05-25 16:40:00+00:00,False,True,0.0,1.0,0.0,16.0,1.0,0.0625,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@ma_cha7192 お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-25 16:40:00+00:00,False,True,0.0,1.0,0.0,12.0,1.0,0.0833333333333333,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@lilyyuka ありがとうございます💞, ありがとうございます💞,2020-05-25 16:40:00+00:00,False,True,0.0,1.0,0.0,14.0,1.0,0.0714285714285714,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@2x9YLvkNuwERvsT ありがとうございます💞💞, ありがとうございます💞💞,2020-05-25 16:39:00+00:00,False,True,0.0,1.0,0.0,13.0,2.0,0.1538461538461538,0.0,0,0,0,1.0,0.0,0.0,13,20200525,2020,5,25,16,0,22
@k7Erb4I8NuoVfs1 ありがとうございます😍, ありがとうございます😍,2020-05-25 16:39:00+00:00,False,True,0.0,1.0,0.0,12.0,1.0,0.0833333333333333,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@ythdakm1970 ありがとうございます💞, ありがとうございます💞,2020-05-25 16:39:00+00:00,False,True,0.0,1.0,0.0,14.0,1.0,0.0714285714285714,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
"@ZiE54BHUEKUHufE ありがとうございます💞
これからも元気でたくさん楽しい毎日を送りたいです🥰", ありがとうございます💞 これからも元気でたくさん楽しい毎日を送りたいです🥰,2020-05-25 16:39:00+00:00,False,True,0.0,1.0,0.0,7.0,1.0,0.1428571428571428,0.0,0,0,0,0.0,0.0,0.0,38,20200525,2020,5,25,16,0,22
@AkiRanRan11 お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-25 16:39:00+00:00,False,True,0.0,1.0,0.0,9.0,1.0,0.1111111111111111,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
"@lala65884361 皆さんの応援のおかげですっかり元気になりました😊
優しいお言葉ありがとうございます💞", 皆さんの応援のおかげですっかり元気になりました😊 優しいお言葉ありがとうございます💞,2020-05-25 16:38:00+00:00,False,True,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,43,20200525,2020,5,25,16,0,22
@manchisan ありがとうございます🥰, ありがとうございます🥰,2020-05-25 16:38:00+00:00,False,True,0.0,1.0,0.0,8.0,1.0,0.125,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@LqSeg ありがとうございます💞, ありがとうございます💞,2020-05-25 16:38:00+00:00,False,True,0.0,1.0,0.0,18.0,1.0,0.0555555555555555,0.0,0,0,0,0.0,0.0,0.0,12,20200525,2020,5,25,16,0,22
@himahima0913 お祝いのお言葉ありがとうございます😍, お祝いのお言葉ありがとうございます😍,2020-05-25 16:38:00+00:00,False,True,0.0,1.0,0.0,18.0,1.0,0.0555555555555555,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
"@YKK14021592 可愛いです😍
お祝いのお言葉ありがとうございます💞
今年は健康に元気に過ごしたいです🥺", 可愛いです😍 お祝いのお言葉ありがとうございます💞 今年は健康に元気に過ごしたいです🥺,2020-05-25 16:37:00+00:00,False,True,0.0,1.0,0.0,12.0,2.0,0.1666666666666666,0.0,0,0,0,1.0,0.0,0.0,44,20200525,2020,5,25,16,0,22
"@yokochappy3 ありがとうございます💞
楽しい毎日を送って欲しいです🥰", ありがとうございます💞 楽しい毎日を送って欲しいです🥰,2020-05-25 16:36:00+00:00,False,True,0.0,1.0,0.0,14.0,4.0,0.2857142857142857,0.0,0,0,0,3.0,0.0,0.0,28,20200525,2020,5,25,16,0,22
"@nori_wasshe ありがとうございます💞
健康に過ごしていきたいです😊", ありがとうございます💞 健康に過ごしていきたいです😊,2020-05-25 16:36:00+00:00,False,True,0.0,1.0,0.0,13.0,1.0,0.0769230769230769,0.0,0,0,0,0.0,0.0,0.0,27,20200525,2020,5,25,16,0,22
@kurukurudondon お祝いのお言葉ありがとうございます💞, お祝いのお言葉ありがとうございます💞,2020-05-25 16:36:00+00:00,False,True,0.0,1.0,0.0,8.0,1.0,0.125,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@iteryu1205 お祝いのお言葉ありがとうございます💞, お祝いのお言葉ありがとうございます💞,2020-05-25 16:36:00+00:00,False,True,0.0,1.0,0.0,8.0,1.0,0.125,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@rimarima1626118 お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-25 16:35:00+00:00,False,True,0.0,1.0,0.0,15.0,1.0,0.0666666666666666,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
@Petitami8 お褒めのお言葉ありがとうございます😍, お褒めのお言葉ありがとうございます😍,2020-05-25 16:35:00+00:00,False,True,0.0,1.0,0.0,11.0,1.0,0.0909090909090909,0.0,0,0,0,0.0,0.0,0.0,19,20200525,2020,5,25,16,0,22
"@AIBA_1103 フォローさせていただきました😊
これから仲良くしていただけたら幸いです💞", フォローさせていただきました😊 これから仲良くしていただけたら幸いです💞,2020-05-25 16:35:00+00:00,False,True,0.0,1.0,0.0,22.0,3.0,0.1363636363636363,0.0,0,0,0,0.0,1.0,1.0,37,20200525,2020,5,25,16,0,22
"@manma_milk ありがとうございます😍
こちらこそよろしくお願い致します🥰", ありがとうございます😍 こちらこそよろしくお願い致します🥰,2020-05-25 16:34:00+00:00,False,True,0.0,1.0,0.0,23.0,1.0,0.0434782608695652,0.0,0,0,0,0.0,0.0,0.0,30,20200525,2020,5,25,16,0,22
"@GomenneOssan ありがとうございます🥰
信頼してくれているのが、最近は特に感じ取れます🥺
とても嬉しいですよね😊
この小さくて可愛い生命を大切に護っていきたいですね💞", ありがとうございます🥰 信頼してくれているのが、最近は特に感じ取れます🥺 とても嬉しいですよね😊 この小さくて可愛い生命を大切に護っていきたいですね💞,2020-05-25 16:34:00+00:00,False,True,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,76,20200525,2020,5,25,16,0,22
"@pencil_michiyo ありがとうございます💞
よろしくお願い致します😍", ありがとうございます💞 よろしくお願い致します😍,2020-05-24 18:09:00+00:00,False,True,0.0,1.0,0.0,45.0,1.0,0.0222222222222222,0.0,0,0,0,0.0,0.0,0.0,25,20200524,2020,5,24,18,6,21
"@Ap0ns9YWGBMWrDu こちらこそありがとうございます💞
よろしくお願い致します🥰", こちらこそありがとうございます💞 よろしくお願い致します🥰,2020-05-24 18:09:00+00:00,False,True,0.0,1.0,0.0,28.0,1.0,0.0357142857142857,0.0,0,0,0,0.0,0.0,0.0,30,20200524,2020,5,24,18,6,21
"@yutagonn ありがとうございます💞
よろしくお願い致します😍", ありがとうございます💞 よろしくお願い致します😍,2020-05-24 18:08:00+00:00,False,True,0.0,1.0,0.0,40.0,1.0,0.025,0.0,0,0,0,0.0,0.0,0.0,25,20200524,2020,5,24,18,6,21
"@kurukurudondon ありがとうございます💞
よろしくお願い致します🥰", ありがとうございます💞 よろしくお願い致します🥰,2020-05-24 18:08:00+00:00,False,True,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,25,20200524,2020,5,24,18,6,21
"みるく2歳になりました🎉
1歳のみるくは急にぐったりして検査に行くと肺炎にかかっていることが判明し、もしかしたら、、と考えてしまいましたが今ではすっかり元気です😭
みるくの仕草や表情や行動が、本当にかけがえのないものなんだなと再認識することができました。2歳は最高の歳にしようね！👍 https://t.co/5FA0LXGILq",みるく歳になりました🎉 歳のみるくは急にぐったりして検査に行くと肺炎にかかっていることが判明し、もしかしたら、、と考えてしまいましたが今ではすっかり元気です😭 みるくの仕草や表情や行動が、本当にかけがえのないものなんだなと再認識することができました。歳は最高の歳にしようね👍 ,2020-05-24 13:49:00+00:00,True,False,5.0,852.0,38.0,19774.0,2203.0,0.1114089208050976,0.0,0,521,5359,383.0,351.0,53.0,138,20200524,2020,5,24,13,6,21
@lala65884361 悲しそうです😥, 悲しそうです😥,2020-05-24 02:15:00+00:00,False,True,0.0,1.0,0.0,67.0,1.0,0.0149253731343283,0.0,0,0,0,0.0,0.0,0.0,8,20200524,2020,5,24,2,6,21
"@ue260227 こんにちは！
よろしくお願い致します💞", こんにちは よろしくお願い致します💞,2020-05-24 02:15:00+00:00,False,True,0.0,2.0,0.0,70.0,4.0,0.0571428571428571,0.0,0,0,0,1.0,0.0,1.0,19,20200524,2020,5,24,2,6,21
#新しいプロフィール画像 https://t.co/WmEIfwjgPk,新しいプロフィール画像 ,2020-05-23 15:54:00+00:00,True,False,2.0,209.0,2.0,2328.0,331.0,0.1421821305841924,0.0,0,74,74,36.0,8.0,0.0,12,20200523,2020,5,23,15,5,21
"ここが落ち着くんです🐶
#犬好きさんと繋がりたい https://t.co/27JcVoJndy",ここが落ち着くんです🐶 犬好きさんと繋がりたい ,2020-05-23 15:46:00+00:00,True,False,3.0,442.0,9.0,5935.0,732.0,0.1233361415332771,1.0,0,136,1270,60.0,78.0,3.0,24,20200523,2020,5,23,15,5,21
"お願いだから行かないでください🐶
#犬好きさんと繋がりたい https://t.co/cbddJbXWiI",お願いだから行かないでください🐶 犬好きさんと繋がりたい ,2020-05-22 19:45:00+00:00,True,False,11.0,1052.0,38.0,19277.0,2408.0,0.1249157026508274,13.0,0,809,4950,261.0,218.0,6.0,29,20200522,2020,5,22,19,4,21
"鳥の骨も簡単に噛み砕くのに、こうやって遊ぶ時は甘噛みなのがほんと優しくて可愛い💕
#犬好きさんと繋がりたい https://t.co/Wmng2PO880",鳥の骨も簡単に噛み砕くのに、こうやって遊ぶ時は甘噛みなのがほんと優しくて可愛い💕 犬好きさんと繋がりたい ,2020-05-18 07:05:00+00:00,True,False,12.0,771.0,26.0,17996.0,1816.0,0.10091131362525,6.0,0,390,5358,182.0,421.0,8.0,53,20200518,2020,5,18,7,0,21
"わくわく😚
#犬好きと仲良くなりたい https://t.co/8Um31kb4AI",わくわく😚 犬好きと仲良くなりたい ,2020-05-15 10:03:00+00:00,True,False,1.0,259.0,5.0,3752.0,425.0,0.113272921108742,0.0,0,52,814,76.0,30.0,2.0,18,20200515,2020,5,15,10,4,20
"何かを訴えてくるみるく🐶
#犬好きさんと繋がりたい https://t.co/v0V6YiMzgN",何かを訴えてくるみるく🐶 犬好きさんと繋がりたい ,2020-05-11 18:05:00+00:00,True,False,3.0,500.0,15.0,8253.0,990.0,0.1199563794983642,11.0,0,251,1890,114.0,92.0,4.0,25,20200511,2020,5,11,18,0,20
#新しいプロフィール画像 https://t.co/8s8ymoOMWo,新しいプロフィール画像 ,2020-05-11 17:39:00+00:00,True,False,0.0,155.0,2.0,1772.0,258.0,0.1455981941309255,0.0,1,55,55,33.0,11.0,1.0,12,20200511,2020,5,11,17,0,20
@chiwafuwamomo おはようございます☺️, おはようございます☺️,2020-05-11 03:13:00+00:00,False,True,0.0,1.0,0.0,105.0,2.0,0.019047619047619,0.0,0,0,0,1.0,0.0,0.0,12,20200511,2020,5,11,3,0,20
"@xtrSy2CC5y4flrZ そうですよね🥺💞
可愛すぎます😍", そうですよね🥺💞 可愛すぎます😍,2020-05-11 03:13:00+00:00,False,True,0.0,1.0,0.0,96.0,1.0,0.0104166666666666,0.0,0,0,0,0.0,0.0,0.0,17,20200511,2020,5,11,3,0,20
@w4buAIpOQ60GHlm そかもしれません😂, そかもしれません😂,2020-05-11 03:12:00+00:00,False,True,0.0,1.0,0.0,49.0,1.0,0.0204081632653061,0.0,0,0,0,0.0,0.0,0.0,10,20200511,2020,5,11,3,0,20
"@kashima2744 こちらこそありがとうございます💞
よろしくお願い致します☺️", こちらこそありがとうございます💞 よろしくお願い致します☺️,2020-05-11 03:12:00+00:00,False,True,0.0,1.0,0.0,33.0,1.0,0.0303030303030303,0.0,0,0,0,0.0,0.0,0.0,31,20200511,2020,5,11,3,0,20
@MtwnhhLX2cUmmX7 おはようございます☀️, おはようございます☀️,2020-05-11 03:12:00+00:00,False,True,0.0,1.0,0.0,101.0,1.0,0.0099009900990099,0.0,0,0,0,0.0,0.0,0.0,12,20200511,2020,5,11,3,0,20
