ツイート本文,ツイート本文_x,時間,media_exist,reply_flg,URLクリック数,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,ハッシュタグクリック,フォローしている,メディアのエンゲージメント数,メディアの再生数,ユーザープロフィールクリック,詳細クリック,返信,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
"@1999Sleeper 初回は3本セット3000円でした!
明日、YouTubeで動画upするので
ぜひ参考にしてみてください💞🥰", 初回は本セット円でした 明日、で動画するので ぜひ参考にしてみてください💞🥰,2020-09-19 14:45:00+00:00,False,True,0.0,1.0,0.0,16.0,1.0,0.0625,0.0,0,0,0,0.0,0.0,0.0,39,20200919,2020,9,19,14,5,38
犬の気持ちによると、ワンちゃんのストレスランキング1位は散歩不足、2位が飼い主が不機嫌なこと、3位はマズル（口周り）をつかまれて叱られることらしいです。最近歯磨きをするときにマズルを掴んでいたので、気をつけないとな〜。でも歯磨きにすごい抵抗するからどうしたら良いんだろう😂 https://t.co/5i4l8i6oag,犬の気持ちによると、ワンちゃんのストレスランキング位は散歩不足、位が飼い主が不機嫌なこと、位はマズル口周りをつかまれて叱られることらしいです。最近歯磨きをするときにマズルを掴んでいたので、気をつけないとな〜。でも歯磨きにすごい抵抗するからどうしたら良いんだろう😂 ,2020-09-18 13:23:00+00:00,True,False,0.0,76.0,0.0,1419.0,212.0,0.1494009866102889,0.0,0,95,95,16.0,25.0,0.0,132,20200918,2020,9,18,13,4,38
構ってビームが強すぎた🤩 https://t.co/Wi6avV2PXa,構ってビームが強すぎた🤩 ,2020-09-18 08:35:00+00:00,True,False,4.0,546.0,13.0,7291.0,908.0,0.124537100534906,0.0,0,176,1812,77.0,89.0,3.0,13,20200918,2020,9,18,8,4,38
@Tidus_yuuna お待ちください💞, お待ちください💞,2020-09-18 05:36:00+00:00,False,True,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,20200918,2020,9,18,5,4,38
"@chloe_0504_ms そうなんですね！
お待ちください💞", そうなんですね お待ちください💞,2020-09-18 05:36:00+00:00,False,True,0.0,1.0,0.0,41.0,1.0,0.024390243902439,0.0,0,0,0,0.0,0.0,0.0,17,20200918,2020,9,18,5,4,38
@7RFSTS8Pn3gVs8W 美味しいみたいでバクバク食べてます😂, 美味しいみたいでバクバク食べてます😂,2020-09-18 05:36:00+00:00,False,True,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,19,20200918,2020,9,18,5,4,38
"@1999Sleeper ウェットフードですよ💞
わんちゃん用です!!", ウェットフードですよ💞 わんちゃん用です,2020-09-18 05:35:00+00:00,False,True,0.0,1.0,0.0,29.0,2.0,0.0689655172413793,0.0,0,0,0,0.0,0.0,1.0,21,20200918,2020,9,18,5,4,38
そうですか！いろんなワンちゃんに大人気ですよね😆 https://t.co/DkBWgtFQL1,そうですかいろんなワンちゃんに大人気ですよね😆 ,2020-09-17 10:54:00+00:00,True,False,0.0,18.0,0.0,1260.0,34.0,0.0269841269841269,0.0,0,0,0,11.0,5.0,0.0,24,20200917,2020,9,17,10,3,38
@37t3P あるあるです〜😂, あるあるです〜😂,2020-09-17 03:29:00+00:00,False,True,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9,20200917,2020,9,17,3,3,38
@nahayuni15450 確かにオムツに見えますね🤣, 確かにオムツに見えますね🤣,2020-09-17 03:26:00+00:00,False,True,0.0,1.0,0.0,29.0,2.0,0.0689655172413793,0.0,0,0,0,1.0,0.0,0.0,14,20200917,2020,9,17,3,3,38
@natsumaru2224 福岡県の大濠公園です🥰, 福岡県の大濠公園です🥰,2020-09-17 03:26:00+00:00,False,True,0.0,1.0,0.0,66.0,3.0,0.0454545454545454,0.0,0,0,0,0.0,2.0,0.0,12,20200917,2020,9,17,3,3,38
"ブッチが届いたよ！
早く食べたい😍
食リポ動画は後日upします☺️ https://t.co/ZRGOqj4QBK",ブッチが届いたよ 早く食べたい😍 食リポ動画は後日します☺️ ,2020-09-17 03:24:00+00:00,True,False,1.0,396.0,8.0,6579.0,782.0,0.1188630490956072,0.0,0,224,224,72.0,77.0,4.0,31,20200917,2020,9,17,3,3,38
みるくとお散歩💞 https://t.co/MxBWM9kHbB,みるくとお散歩💞 ,2020-09-14 13:51:00+00:00,True,False,2.0,512.0,4.0,6237.0,934.0,0.1497514830848164,0.0,0,278,278,84.0,50.0,4.0,9,20200914,2020,9,14,13,0,38
"ママがコロナ対策だ!って
空気清浄機送ってくれた〜😭神✨

みるくは機械が怖くて一定の距離保ってます😂 https://t.co/74m222m9aR",ママがコロナ対策だって 空気清浄機送ってくれた〜😭神✨  みるくは機械が怖くて一定の距離保ってます😂 ,2020-09-14 06:03:00+00:00,True,False,2.0,398.0,7.0,7747.0,1447.0,0.1867819801213373,0.0,0,803,803,106.0,131.0,0.0,51,20200914,2020,9,14,6,0,38
@xtrSy2CC5y4flrZ 手を貸してくれたら最高ですね😂, 手を貸してくれたら最高ですね😂,2020-09-14 04:09:00+00:00,False,True,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,16,20200914,2020,9,14,4,0,38
@AP73mTFPfDtI0lX 守ってくれてます☺️, 守ってくれてます☺️,2020-09-14 04:09:00+00:00,False,True,0.0,1.0,0.0,40.0,1.0,0.025,0.0,0,0,0,0.0,0.0,0.0,11,20200914,2020,9,14,4,0,38
@fIKMPnzFTDb3apk 可愛い〜😍, 可愛い〜😍,2020-09-14 04:08:00+00:00,False,True,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,20200914,2020,9,14,4,0,38
@itsumo_channel 見守り隊🥰, 見守り隊🥰,2020-09-14 04:08:00+00:00,False,True,0.0,1.0,0.0,51.0,1.0,0.0196078431372549,0.0,0,0,0,0.0,0.0,0.0,6,20200914,2020,9,14,4,0,38
ベランダで洗濯物干してたら何か視線を感じると思いました。 https://t.co/eKZYBdZHOu,ベランダで洗濯物干してたら何か視線を感じると思いました。 ,2020-09-13 03:26:00+00:00,True,False,21.0,519.0,3.0,23831.0,5200.0,0.2182031807309806,0.0,0,4222,4222,130.0,299.0,6.0,29,20200913,2020,9,13,3,6,37
ちゃんと映像に残ろうとするみるくっち🐶 https://t.co/bHKbUPNxMF,ちゃんと映像に残ろうとするみるくっち🐶 ,2020-09-12 10:29:00+00:00,True,False,0.0,393.0,5.0,3726.0,635.0,0.1704240472356414,0.0,0,106,962,39.0,92.0,0.0,20,20200912,2020,9,12,10,5,37
おかえり！🐶 https://t.co/qwM1nwAuSB,おかえり🐶 ,2020-09-11 12:05:00+00:00,True,False,1.0,675.0,15.0,7556.0,1221.0,0.1615934356802541,0.0,0,260,2079,114.0,152.0,4.0,6,20200911,2020,9,11,12,4,37
夜の浜辺に来ました☽･:* https://t.co/wrCl66hHjM,夜の浜辺に来ました☽･ ,2020-09-10 16:11:00+00:00,True,False,1.0,418.0,7.0,5508.0,851.0,0.1545025417574437,0.0,0,183,1435,99.0,143.0,0.0,12,20200910,2020,9,10,16,3,37
#新しいプロフィール画像 https://t.co/7sIaCOlAZU,新しいプロフィール画像 ,2020-09-10 03:13:00+00:00,True,False,0.0,354.0,7.0,3804.0,557.0,0.1464248159831756,2.0,0,82,82,72.0,38.0,2.0,12,20200910,2020,9,10,3,3,37
@itoko_inu 困っちゃってますね😂, 困っちゃってますね😂,2020-09-10 01:25:00+00:00,False,True,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,11,20200910,2020,9,10,1,3,37
"💩変なとこにして
怒られちゃってふてくされてます。 https://t.co/wYiuiWFP22",💩変なとこにして 怒られちゃってふてくされてます。 ,2020-09-10 01:13:00+00:00,True,False,1.0,357.0,5.0,4053.0,691.0,0.1704909943251912,0.0,0,218,218,45.0,65.0,0.0,26,20200910,2020,9,10,1,3,37
@itoko_inu 可愛いすぎ〜〜😍, 可愛いすぎ〜〜😍,2020-09-08 23:55:00+00:00,False,True,0.0,1.0,0.0,187.0,7.0,0.0374331550802139,0.0,0,0,0,4.0,1.0,1.0,9,20200908,2020,9,8,23,1,37
@Ryoko_0709 無事何も無くて本当によかったです😢, 無事何も無くて本当によかったです😢,2020-09-08 08:18:00+00:00,False,True,0.0,2.0,0.0,139.0,3.0,0.0215827338129496,0.0,0,0,0,0.0,0.0,1.0,18,20200908,2020,9,8,8,1,37
@gomaharunanamam そうですよね😂, そうですよね😂,2020-09-08 07:47:00+00:00,False,True,0.0,1.0,0.0,67.0,1.0,0.0149253731343283,0.0,0,0,0,0.0,0.0,0.0,8,20200908,2020,9,8,7,1,37
我が家はこうやってボールペンが壊れていくのです。 https://t.co/NznWbcZcEo,我が家はこうやってボールペンが壊れていくのです。 ,2020-09-08 07:28:00+00:00,True,False,6.0,548.0,12.0,8368.0,1154.0,0.137906309751434,0.0,0,282,2320,57.0,247.0,2.0,25,20200908,2020,9,8,7,1,37
@80yuzumama5580 飼い主の方が遊ばれちゃってるみたいです😂, 飼い主の方が遊ばれちゃってるみたいです😂,2020-09-08 07:18:00+00:00,False,True,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,21,20200908,2020,9,8,7,1,37
朝からトラップを仕掛けてくるみるく https://t.co/U4G8Kg3wH6,朝からトラップを仕掛けてくるみるく ,2020-09-07 23:57:00+00:00,True,False,1.0,436.0,7.0,6748.0,717.0,0.1062537048014226,0.0,0,117,1421,67.0,87.0,2.0,18,20200907,2020,9,7,23,0,37
私のお腹の上で相方噛んで寝ちゃいそうです😂 https://t.co/1ZYT1FnKye,私のお腹の上で相方噛んで寝ちゃいそうです😂 ,2020-09-05 05:58:00+00:00,True,False,6.0,538.0,8.0,7464.0,1061.0,0.1421489817792068,0.0,0,323,323,80.0,103.0,3.0,22,20200905,2020,9,5,5,5,36
@nagi_toypooodle いつもメロメロになってます🥰, いつもメロメロになってます🥰,2020-09-04 11:51:00+00:00,False,True,0.0,1.0,0.0,103.0,1.0,0.0097087378640776,0.0,0,0,0,0.0,0.0,0.0,15,20200904,2020,9,4,11,4,36
お出迎えしました🐶 https://t.co/cYVKKU2FMy,お出迎えしました🐶 ,2020-09-04 11:48:00+00:00,True,False,6.0,626.0,11.0,8377.0,1368.0,0.1633042855437507,0.0,0,446,2107,86.0,188.0,5.0,10,20200904,2020,9,4,11,4,36
定番のわしゃわしゃタイムです☺️ https://t.co/aTy23a3pMp,定番のわしゃわしゃタイムです☺️ ,2020-09-03 08:21:00+00:00,True,False,2.0,356.0,8.0,3157.0,517.0,0.1637630662020905,0.0,0,80,746,30.0,41.0,0.0,17,20200903,2020,9,3,8,3,36
@mrtonnychan ありがとうございます😍, ありがとうございます😍,2020-09-03 06:05:00+00:00,False,True,0.0,2.0,0.0,33.0,3.0,0.0909090909090909,0.0,0,0,0,0.0,1.0,0.0,12,20200903,2020,9,3,6,3,36
よいしょよいしょよいしょよいしょ https://t.co/lUDDqQ0397,よいしょよいしょよいしょよいしょ ,2020-09-03 02:03:00+00:00,True,False,2.0,544.0,8.0,6382.0,870.0,0.1363209025383892,0.0,0,153,1526,51.0,111.0,1.0,17,20200903,2020,9,3,2,3,36
@anemome7 ほんと、元気になる魔法の言葉みたいです😌, ほんと、元気になる魔法の言葉みたいです😌,2020-09-03 01:22:00+00:00,False,True,0.0,1.0,0.0,40.0,1.0,0.025,0.0,0,0,0,0.0,0.0,0.0,21,20200903,2020,9,3,1,3,36
@oGkMXCCZN37dNMI 的な感じですね🤣, 的な感じですね🤣,2020-09-03 01:22:00+00:00,False,True,0.0,1.0,0.0,43.0,1.0,0.0232558139534883,0.0,0,0,0,0.0,0.0,0.0,9,20200903,2020,9,3,1,3,36
@hitomin_rabi 一緒ですね😍, 一緒ですね😍,2020-09-03 01:22:00+00:00,False,True,0.0,1.0,0.0,42.0,1.0,0.0238095238095238,0.0,0,0,0,0.0,0.0,0.0,7,20200903,2020,9,3,1,3,36
アチョー🐶 https://t.co/nj4AfuZjr1,アチョー🐶 ,2020-09-02 17:12:00+00:00,True,False,3.0,540.0,10.0,6952.0,910.0,0.130897583429229,0.0,0,182,1638,56.0,115.0,4.0,6,20200902,2020,9,2,17,2,36
外に行きたそうだったので、例の言葉を言ったらこうなった🐶 https://t.co/NmnpQpmtPj,外に行きたそうだったので、例の言葉を言ったらこうなった🐶 ,2020-09-01 22:49:00+00:00,True,False,8.0,665.0,16.0,11916.0,1895.0,0.1590298757972474,0.0,0,738,2969,127.0,337.0,4.0,29,20200901,2020,9,1,22,1,36
#新しいプロフィール画像 https://t.co/j5m3TJHaqK,新しいプロフィール画像 ,2020-09-01 14:17:00+00:00,True,False,0.0,250.0,7.0,3232.0,695.0,0.2150371287128712,1.0,0,376,376,36.0,25.0,0.0,12,20200901,2020,9,1,14,1,36
ノーモーションがうまくなってきました🐶 https://t.co/5oNqlkHyn9,ノーモーションがうまくなってきました🐶 ,2020-09-01 12:23:00+00:00,True,False,2.0,391.0,9.0,4246.0,611.0,0.1439001413094677,0.0,0,85,1017,44.0,80.0,0.0,20,20200901,2020,9,1,12,1,36
だるまさんが転んだ https://t.co/fpjOFmVUCm,だるまさんが転んだ ,2020-08-31 07:17:00+00:00,True,False,1.0,599.0,9.0,7964.0,1074.0,0.1348568558513309,0.0,0,268,2128,69.0,126.0,2.0,10,20200831,2020,8,31,7,0,36
https://t.co/wgLD3BrLwO,,2020-08-31 02:07:00+00:00,True,False,0.0,375.0,2.0,4196.0,544.0,0.1296472831267874,0.0,0,68,956,50.0,49.0,0.0,0,20200831,2020,8,31,2,0,36
エンドレスかまちょ犬🐶 https://t.co/9uvjG87Ibk,エンドレスかまちょ犬🐶 ,2020-08-30 05:02:00+00:00,True,False,0.0,383.0,7.0,4206.0,615.0,0.1462196861626248,0.0,0,91,991,60.0,72.0,2.0,12,20200830,2020,8,30,5,6,35
もうすぐ飼い主が帰ってくる雰囲気を察してソワソワしだすみるく🐶 https://t.co/tk3caOeXjR,もうすぐ飼い主が帰ってくる雰囲気を察してソワソワしだすみるく🐶 ,2020-08-29 23:42:00+00:00,True,False,3.0,477.0,13.0,7013.0,797.0,0.1136460858405817,0.0,0,188,1433,60.0,54.0,2.0,32,20200829,2020,8,29,23,5,35
散歩行こっかって言ってからしばらく動かないでみた https://t.co/K5NhwVrJE1,散歩行こっかって言ってからしばらく動かないでみた ,2020-08-28 20:46:00+00:00,True,False,1.0,400.0,11.0,5921.0,767.0,0.1295389292349265,0.0,0,190,1331,52.0,111.0,2.0,25,20200828,2020,8,28,20,4,35
"TikTokもしてます⤵︎⤵︎⤵︎⤵︎⤵︎⤵︎⤵︎
milk_toypoodle https://t.co/SMVywsrRKu",もしてます⤵︎⤵︎⤵︎⤵︎⤵︎⤵︎⤵︎  ,2020-08-28 19:03:00+00:00,True,False,0.0,192.0,2.0,2833.0,338.0,0.1193081539004588,0.0,0,68,589,35.0,40.0,1.0,21,20200828,2020,8,28,19,4,35
"@goemon12250329 本当ですね!!
凄い偶然😳
力強い吠え方です😍", 本当ですね 凄い偶然😳 力強い吠え方です😍,2020-08-27 14:14:00+00:00,False,True,0.0,2.0,0.0,40.0,3.0,0.075,0.0,0,0,0,0.0,1.0,0.0,22,20200827,2020,8,27,14,3,35
"みるくの平日ナイトルーティン https://t.co/fcWEpzgAXg @YouTubeより 
久しぶりの投稿です♪
是非遊びに来てくださ",みるくの平日ナイトルーティン  より  久しぶりの投稿です♪ 是非遊びに来てくださ,2020-08-27 12:41:00+00:00,True,True,4.0,10.0,1.0,707.0,23.0,0.0325318246110325,0.0,0,0,0,6.0,2.0,0.0,41,20200827,2020,8,27,12,3,35
@pinoyama8411 可愛すぎます😂, 可愛すぎます😂,2020-08-27 12:24:00+00:00,False,True,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,8,20200827,2020,8,27,12,3,35
@63SW9LLccV2iNhz 守ってくれてるのであれば嬉しいですね😍, 守ってくれてるのであれば嬉しいですね😍,2020-08-27 12:23:00+00:00,False,True,0.0,1.0,0.0,19.0,1.0,0.0526315789473684,0.0,0,0,0,0.0,0.0,0.0,20,20200827,2020,8,27,12,3,35
@dogparfait ありがとうございます🥰, ありがとうございます🥰,2020-08-27 12:23:00+00:00,False,True,0.0,1.0,0.0,36.0,1.0,0.0277777777777777,0.0,0,0,0,0.0,0.0,0.0,12,20200827,2020,8,27,12,3,35
"@MeMe13BeLL めちゃくちゃ触り心地いいです🥰
ありがとうございます💞", めちゃくちゃ触り心地いいです🥰 ありがとうございます💞,2020-08-27 12:23:00+00:00,False,True,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,28,20200827,2020,8,27,12,3,35
大好きお布団と戦うよ🤩 https://t.co/EjJTaVghRG,大好きお布団と戦うよ🤩 ,2020-08-27 12:23:00+00:00,True,False,0.0,229.0,0.0,2147.0,364.0,0.1695388914764788,0.0,0,53,565,28.0,53.0,1.0,12,20200827,2020,8,27,12,3,35
@pooh715maru217 ありがとうございます😍, ありがとうございます😍,2020-08-27 12:23:00+00:00,False,True,0.0,1.0,0.0,42.0,1.0,0.0238095238095238,0.0,0,0,0,0.0,0.0,0.0,12,20200827,2020,8,27,12,3,35
やっぱりここが好き https://t.co/KNm0DXJwYi,やっぱりここが好き ,2020-08-26 16:41:00+00:00,True,False,5.0,715.0,22.0,10589.0,1491.0,0.1408064973085277,0.0,0,458,2094,104.0,186.0,1.0,10,20200826,2020,8,26,16,2,35
@pinoyama8411 ありがとうございます🥰, ありがとうございます🥰,2020-08-26 04:38:00+00:00,False,True,0.0,1.0,0.0,117.0,2.0,0.017094017094017,0.0,0,0,0,0.0,0.0,1.0,12,20200826,2020,8,26,4,2,35
"@AP73mTFPfDtI0lX 愛してくれてるのかな？
舐められてるような気もします😂", 愛してくれてるのかな 舐められてるような気もします😂,2020-08-26 04:37:00+00:00,False,True,0.0,1.0,0.0,48.0,1.0,0.0208333333333333,0.0,0,0,0,0.0,0.0,0.0,27,20200826,2020,8,26,4,2,35
@K0701QK 硬い方が好みなんでしょうか？😂, 硬い方が好みなんでしょうか😂,2020-08-26 04:37:00+00:00,False,True,0.0,0.0,0.0,57.0,1.0,0.0175438596491228,0.0,0,0,0,1.0,0.0,0.0,15,20200826,2020,8,26,4,2,35
"@RaTosie 意思疎通出来てるのでしょうか？笑
ここで寝ていいよ〜って言ったつもりは無いのです…😂
守ってくれてるのであれば◎🥰", 意思疎通出来てるのでしょうか笑 ここで寝ていいよ〜って言ったつもりは無いのです…😂 守ってくれてるのであれば◎🥰,2020-08-26 04:36:00+00:00,False,True,0.0,1.0,0.0,84.0,3.0,0.0357142857142857,0.0,0,0,0,1.0,1.0,0.0,57,20200826,2020,8,26,4,2,35
@chopin20040516 ありがとうございます😍, ありがとうございます😍,2020-08-26 04:36:00+00:00,False,True,0.0,1.0,0.0,60.0,1.0,0.0166666666666666,0.0,0,0,0,0.0,0.0,0.0,12,20200826,2020,8,26,4,2,35
@hitomin_rabi 何がいいのでしょうかね🤣, 何がいいのでしょうかね🤣,2020-08-26 04:35:00+00:00,False,True,0.0,1.0,0.0,101.0,2.0,0.0198019801980198,0.0,0,0,0,0.0,0.0,1.0,13,20200826,2020,8,26,4,2,35
"@MtwnhhLX2cUmmX7 おはようございます💞
ありがとうございます🥰", おはようございます💞 ありがとうございます🥰,2020-08-26 04:35:00+00:00,False,True,0.0,2.0,0.0,84.0,2.0,0.0238095238095238,0.0,0,0,0,0.0,0.0,0.0,23,20200826,2020,8,26,4,2,35
#新しいプロフィール画像 https://t.co/oXplXKUenC,新しいプロフィール画像 ,2020-08-25 23:35:00+00:00,True,False,0.0,405.0,9.0,5318.0,805.0,0.1513726965024445,2.0,0,264,264,78.0,47.0,0.0,12,20200825,2020,8,25,23,1,35
🐶これが今一番お気に入りの枕 https://t.co/aL8Gs6GREE,🐶これが今一番お気に入りの枕 ,2020-08-25 22:18:00+00:00,True,False,11.0,1338.0,53.0,22791.0,2882.0,0.1264534245974288,0.0,0,687,4824,193.0,588.0,12.0,15,20200825,2020,8,25,22,1,35
散歩後のみるくは呼吸が激しいです👅 https://t.co/m6PmdbFwTp,散歩後のみるくは呼吸が激しいです👅 ,2020-08-25 13:23:00+00:00,True,False,1.0,513.0,6.0,6685.0,916.0,0.1370231862378459,0.0,0,171,1728,63.0,161.0,1.0,18,20200825,2020,8,25,13,1,35
@63SW9LLccV2iNhz 1人てお利口に遊んでくれます😊, 人てお利口に遊んでくれます😊,2020-08-25 08:32:00+00:00,False,True,0.0,1.0,0.0,27.0,4.0,0.1481481481481481,0.0,0,0,0,0.0,3.0,0.0,15,20200825,2020,8,25,8,1,35
