ツイート本文,ツイート本文_x,時間,いいね,リツイート,インプレッション,エンゲージメント,エンゲージメント率,返信,ユーザープロフィールクリック,URLクリック数,ハッシュタグクリック,詳細クリック,フォローしている,メディアの再生数,メディアのエンゲージメント数,media_exist,reply_flg,文字数,YMD,YEAR,MONTH,DAY,TIME,WEEKDAY,WEEK
@rimarima1626118 お祝いのお言葉ありがとうございます🥰, お祝いのお言葉ありがとうございます🥰,2020-05-25 16:35:00+00:00,1.0,0.0,15.0,1.0,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200525,2020,5,25,16,0,22
@Petitami8 お褒めのお言葉ありがとうございます😍, お褒めのお言葉ありがとうございます😍,2020-05-25 16:35:00+00:00,1.0,0.0,11.0,1.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200525,2020,5,25,16,0,22
"@AIBA_1103 フォローさせていただきました😊
これから仲良くしていただけたら幸いです💞", フォローさせていただきました😊 これから仲良くしていただけたら幸いです💞,2020-05-25 16:35:00+00:00,1.0,0.0,22.0,3.0,0.1363636363636363,1.0,0.0,0.0,0.0,1.0,0,0,0,False,True,37,20200525,2020,5,25,16,0,22
"@manma_milk ありがとうございます😍
こちらこそよろしくお願い致します🥰", ありがとうございます😍 こちらこそよろしくお願い致します🥰,2020-05-25 16:34:00+00:00,1.0,0.0,23.0,1.0,0.0434782608695652,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,30,20200525,2020,5,25,16,0,22
"@GomenneOssan ありがとうございます🥰
信頼してくれているのが、最近は特に感じ取れます🥺
とても嬉しいですよね😊
この小さくて可愛い生命を大切に護っていきたいですね💞", ありがとうございます🥰 信頼してくれているのが、最近は特に感じ取れます🥺 とても嬉しいですよね😊 この小さくて可愛い生命を大切に護っていきたいですね💞,2020-05-25 16:34:00+00:00,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,76,20200525,2020,5,25,16,0,22
"@pencil_michiyo ありがとうございます💞
よろしくお願い致します😍", ありがとうございます💞 よろしくお願い致します😍,2020-05-24 18:09:00+00:00,1.0,0.0,45.0,1.0,0.0222222222222222,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,25,20200524,2020,5,24,18,6,21
"@Ap0ns9YWGBMWrDu こちらこそありがとうございます💞
よろしくお願い致します🥰", こちらこそありがとうございます💞 よろしくお願い致します🥰,2020-05-24 18:09:00+00:00,1.0,0.0,28.0,1.0,0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,30,20200524,2020,5,24,18,6,21
"@yutagonn ありがとうございます💞
よろしくお願い致します😍", ありがとうございます💞 よろしくお願い致します😍,2020-05-24 18:08:00+00:00,1.0,0.0,40.0,1.0,0.025,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,25,20200524,2020,5,24,18,6,21
"@kurukurudondon ありがとうございます💞
よろしくお願い致します🥰", ありがとうございます💞 よろしくお願い致します🥰,2020-05-24 18:08:00+00:00,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,25,20200524,2020,5,24,18,6,21
"みるく2歳になりました🎉
1歳のみるくは急にぐったりして検査に行くと肺炎にかかっていることが判明し、もしかしたら、、と考えてしまいましたが今ではすっかり元気です😭
みるくの仕草や表情や行動が、本当にかけがえのないものなんだなと再認識することができました。2歳は最高の歳にしようね！👍 https://t.co/5FA0LXGILq",みるく歳になりました🎉 歳のみるくは急にぐったりして検査に行くと肺炎にかかっていることが判明し、もしかしたら、、と考えてしまいましたが今ではすっかり元気です😭 みるくの仕草や表情や行動が、本当にかけがえのないものなんだなと再認識することができました。歳は最高の歳にしようね👍 ,2020-05-24 13:49:00+00:00,852.0,38.0,19774.0,2203.0,0.1114089208050976,53.0,383.0,5.0,0.0,351.0,0,5359,521,True,False,138,20200524,2020,5,24,13,6,21
@lala65884361 悲しそうです😥, 悲しそうです😥,2020-05-24 02:15:00+00:00,1.0,0.0,67.0,1.0,0.0149253731343283,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,8,20200524,2020,5,24,2,6,21
"@ue260227 こんにちは！
よろしくお願い致します💞", こんにちは よろしくお願い致します💞,2020-05-24 02:15:00+00:00,2.0,0.0,70.0,4.0,0.0571428571428571,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,19,20200524,2020,5,24,2,6,21
#新しいプロフィール画像 https://t.co/WmEIfwjgPk,新しいプロフィール画像 ,2020-05-23 15:54:00+00:00,209.0,2.0,2328.0,331.0,0.1421821305841924,0.0,36.0,2.0,0.0,8.0,0,74,74,True,False,12,20200523,2020,5,23,15,5,21
"ここが落ち着くんです🐶
#犬好きさんと繋がりたい https://t.co/27JcVoJndy",ここが落ち着くんです🐶 犬好きさんと繋がりたい ,2020-05-23 15:46:00+00:00,442.0,9.0,5935.0,732.0,0.1233361415332771,3.0,60.0,3.0,1.0,78.0,0,1270,136,True,False,24,20200523,2020,5,23,15,5,21
"お願いだから行かないでください🐶
#犬好きさんと繋がりたい https://t.co/cbddJbXWiI",お願いだから行かないでください🐶 犬好きさんと繋がりたい ,2020-05-22 19:45:00+00:00,1052.0,38.0,19277.0,2408.0,0.1249157026508274,6.0,261.0,11.0,13.0,218.0,0,4950,809,True,False,29,20200522,2020,5,22,19,4,21
"鳥の骨も簡単に噛み砕くのに、こうやって遊ぶ時は甘噛みなのがほんと優しくて可愛い💕
#犬好きさんと繋がりたい https://t.co/Wmng2PO880",鳥の骨も簡単に噛み砕くのに、こうやって遊ぶ時は甘噛みなのがほんと優しくて可愛い💕 犬好きさんと繋がりたい ,2020-05-18 07:05:00+00:00,771.0,26.0,17996.0,1816.0,0.10091131362525,8.0,182.0,12.0,6.0,421.0,0,5358,390,True,False,53,20200518,2020,5,18,7,0,21
"わくわく😚
#犬好きと仲良くなりたい https://t.co/8Um31kb4AI",わくわく😚 犬好きと仲良くなりたい ,2020-05-15 10:03:00+00:00,259.0,5.0,3752.0,425.0,0.113272921108742,2.0,76.0,1.0,0.0,30.0,0,814,52,True,False,18,20200515,2020,5,15,10,4,20
"何かを訴えてくるみるく🐶
#犬好きさんと繋がりたい https://t.co/v0V6YiMzgN",何かを訴えてくるみるく🐶 犬好きさんと繋がりたい ,2020-05-11 18:05:00+00:00,500.0,15.0,8253.0,990.0,0.1199563794983642,4.0,114.0,3.0,11.0,92.0,0,1890,251,True,False,25,20200511,2020,5,11,18,0,20
#新しいプロフィール画像 https://t.co/8s8ymoOMWo,新しいプロフィール画像 ,2020-05-11 17:39:00+00:00,155.0,2.0,1772.0,258.0,0.1455981941309255,1.0,33.0,0.0,0.0,11.0,1,55,55,True,False,12,20200511,2020,5,11,17,0,20
@chiwafuwamomo おはようございます☺️, おはようございます☺️,2020-05-11 03:13:00+00:00,1.0,0.0,105.0,2.0,0.019047619047619,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,12,20200511,2020,5,11,3,0,20
"@xtrSy2CC5y4flrZ そうですよね🥺💞
可愛すぎます😍", そうですよね🥺💞 可愛すぎます😍,2020-05-11 03:13:00+00:00,1.0,0.0,96.0,1.0,0.0104166666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,17,20200511,2020,5,11,3,0,20
@w4buAIpOQ60GHlm そかもしれません😂, そかもしれません😂,2020-05-11 03:12:00+00:00,1.0,0.0,49.0,1.0,0.0204081632653061,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,10,20200511,2020,5,11,3,0,20
"@kashima2744 こちらこそありがとうございます💞
よろしくお願い致します☺️", こちらこそありがとうございます💞 よろしくお願い致します☺️,2020-05-11 03:12:00+00:00,1.0,0.0,33.0,1.0,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,31,20200511,2020,5,11,3,0,20
@MtwnhhLX2cUmmX7 おはようございます☀️, おはようございます☀️,2020-05-11 03:12:00+00:00,1.0,0.0,101.0,1.0,0.0099009900990099,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200511,2020,5,11,3,0,20
ただ存在するだけで人を癒すトイプードルという生き物はなんて尊いのだろうと、哲学的なことを考えてしまうくらい可愛い　#犬好きさんと繋がりたい https://t.co/6GElCxvBX0,ただ存在するだけで人を癒すトイプードルという生き物はなんて尊いのだろうと、哲学的なことを考えてしまうくらい可愛い　犬好きさんと繋がりたい ,2020-05-10 19:18:00+00:00,776.0,14.0,13871.0,1398.0,0.1007858121260183,3.0,143.0,7.0,5.0,145.0,0,3392,305,True,False,69,20200510,2020,5,10,19,6,19
@miraclev5 お褒めのお言葉ありがとうございます💞🥺, お褒めのお言葉ありがとうございます💞🥺,2020-05-07 22:38:00+00:00,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,20,20200507,2020,5,7,22,3,19
@miraclev5 おはようございます🐶, おはようございます🐶,2020-05-07 22:37:00+00:00,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,11,20200507,2020,5,7,22,3,19
@chiwafuwamomo 今年も暑くなりますね😥, 今年も暑くなりますね😥,2020-05-07 22:37:00+00:00,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200507,2020,5,7,22,3,19
@chiwafuwamomo 剛毛なので刺さったまんまなんです🤣🤣, 剛毛なので刺さったまんまなんです🤣🤣,2020-05-07 22:36:00+00:00,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200507,2020,5,7,22,3,19
@chiwafuwamomo 日陰に行くとすぐにパタンと倒れます😂, 日陰に行くとすぐにパタンと倒れます😂,2020-05-07 22:36:00+00:00,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,19,20200507,2020,5,7,22,3,19
@Laugh_o_o_ 真っ白に耳だけゴールドなの可愛いですよ🥺💞, 真っ白に耳だけゴールドなの可愛いですよ🥺💞,2020-05-07 22:35:00+00:00,1.0,0.0,71.0,2.0,0.028169014084507,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,22,20200507,2020,5,7,22,3,19
@ria07303 そうです❁⃘*.ﾟ, そうです❁⃘ﾟ,2020-05-07 22:35:00+00:00,1.0,0.0,18.0,3.0,0.1666666666666666,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,8,20200507,2020,5,7,22,3,19
@chiwafuwamomo 最近暑いですもんね😂, 最近暑いですもんね😂,2020-05-07 08:29:00+00:00,1.0,0.0,83.0,3.0,0.036144578313253,1.0,1.0,0.0,0.0,0.0,0,0,0,False,True,11,20200507,2020,5,7,8,3,19
@chiwafuwamomo ありがとうございます💞🥺, ありがとうございます💞🥺,2020-05-07 08:29:00+00:00,1.0,0.0,46.0,1.0,0.0217391304347826,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200507,2020,5,7,8,3,19
@chiwafuwamomo なでなでしすぎるのも好きじゃないのかも知れません🤣, なでなでしすぎるのも好きじゃないのかも知れません🤣,2020-05-07 08:29:00+00:00,1.0,0.0,71.0,1.0,0.0140845070422535,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,26,20200507,2020,5,7,8,3,19
@lala65884361 お誉めのお言葉ありがとうございます💞🥺, お誉めのお言葉ありがとうございます💞🥺,2020-05-07 08:29:00+00:00,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,20,20200507,2020,5,7,8,3,19
@MtwnhhLX2cUmmX7 おはようございます🥰, おはようございます🥰,2020-05-07 08:28:00+00:00,1.0,0.0,72.0,1.0,0.0138888888888888,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,11,20200507,2020,5,7,8,3,19
@Aki_Tobyo こちらこそよろしくお願い致します💞, こちらこそよろしくお願い致します💞,2020-05-07 08:28:00+00:00,1.0,0.0,19.0,1.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,18,20200507,2020,5,7,8,3,19
@Lu9bJmkWJx7YR1X ありがとうございます🥺💞, ありがとうございます🥺💞,2020-05-07 08:28:00+00:00,1.0,0.0,75.0,1.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,13,20200507,2020,5,7,8,3,19
@e0IKLchvjqYp8Bd ありがとうございます🥰, ありがとうございます🥰,2020-05-07 08:28:00+00:00,1.0,0.0,68.0,1.0,0.0147058823529411,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200507,2020,5,7,8,3,19
@Lu9bJmkWJx7YR1X 剛毛でちょっとでは飛んでいかないです🤣🤣, 剛毛でちょっとでは飛んでいかないです🤣🤣,2020-05-07 08:27:00+00:00,1.0,0.0,81.0,1.0,0.0123456790123456,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,21,20200507,2020,5,7,8,3,19
@ria07303 剛毛なんです🤣🤣, 剛毛なんです🤣🤣,2020-05-07 08:27:00+00:00,2.0,0.0,32.0,5.0,0.15625,1.0,1.0,0.0,0.0,1.0,0,0,0,False,True,9,20200507,2020,5,7,8,3,19
@lala65884361 お褒めのお言葉ありがとうございます🥺💞, お褒めのお言葉ありがとうございます🥺💞,2020-05-07 08:27:00+00:00,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,20,20200507,2020,5,7,8,3,19
"一休み、一休み🐶
#トイプードル #犬好きさんと繋がりたい https://t.co/CGFnOuFqVE",一休み、一休み🐶 トイプードル 犬好きさんと繋がりたい ,2020-05-07 00:38:00+00:00,341.0,4.0,5408.0,562.0,0.1039201183431952,3.0,78.0,1.0,7.0,21.0,0,1418,107,True,False,28,20200507,2020,5,7,0,3,19
"頭に花乗っけられちゃった🐶
#トイプードル #犬好きさんと繋がりたい https://t.co/aYRWBAJZ6q",頭に花乗っけられちゃった🐶 トイプードル 犬好きさんと繋がりたい ,2020-05-07 00:35:00+00:00,627.0,14.0,10804.0,1047.0,0.0969085523880044,7.0,107.0,0.0,8.0,87.0,0,2806,197,True,False,33,20200507,2020,5,7,0,3,19
"撫でるのを急にやめたら2回までは怒るけど、3回目は大人なみるく🐶
#トイプードル #犬好きさんと繋がりたい https://t.co/U3YE9vi5qo",撫でるのを急にやめたら回までは怒るけど、回目は大人なみるく🐶 トイプードル 犬好きさんと繋がりたい ,2020-05-06 01:15:00+00:00,329.0,11.0,4148.0,609.0,0.1468177434908389,3.0,65.0,1.0,2.0,35.0,0,1070,163,True,False,50,20200506,2020,5,6,1,2,19
"暑くなってきましたね🐶
#夏が近い #犬好きさんと繋がりたい https://t.co/i8bU9Q8zEX",暑くなってきましたね🐶 夏が近い 犬好きさんと繋がりたい ,2020-05-06 01:07:00+00:00,721.0,20.0,11514.0,1277.0,0.1109084592669793,3.0,152.0,4.0,6.0,149.0,0,2597,222,True,False,29,20200506,2020,5,6,1,2,19
tiktokはじめました！　#TikTok https://t.co/KPf0FtlNJk,はじめました　 ,2020-05-02 13:42:00+00:00,15.0,0.0,745.0,37.0,0.0496644295302013,0.0,7.0,6.0,3.0,6.0,0,0,0,True,False,8,20200502,2020,5,2,13,5,18
"@momodon0721 こちらこそありがとうございます💞
みるく共々仲良くしていただけたら嬉しいです🥰
よろしくお願い致します☺️", こちらこそありがとうございます💞 みるく共々仲良くしていただけたら嬉しいです🥰 よろしくお願い致します☺️,2020-05-01 14:30:00+00:00,1.0,0.0,42.0,1.0,0.0238095238095238,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,54,20200501,2020,5,1,14,4,18
@ks361225 こちらこそよろしくお願い致します🥰, こちらこそよろしくお願い致します🥰,2020-04-30 21:14:00+00:00,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,18,20200430,2020,4,30,21,3,18
"ちょっと手伝ってあげると降りられるんですけどね😅
#犬好きさんと繋がりたい https://t.co/AmmvCgzbha",ちょっと手伝ってあげると降りられるんですけどね😅 犬好きさんと繋がりたい ,2020-04-30 10:43:00+00:00,266.0,5.0,3608.0,502.0,0.1391352549889135,2.0,89.0,1.0,2.0,40.0,0,1154,97,True,False,37,20200430,2020,4,30,10,3,18
"シュール…笑🐶

#犬好きさんと繋がりたい https://t.co/qRLRfj83X1",シュール…笑🐶  犬好きさんと繋がりたい ,2020-04-29 00:15:00+00:00,152.0,1.0,1607.0,254.0,0.1580584940883634,0.0,15.0,1.0,3.0,9.0,0,462,73,True,False,21,20200429,2020,4,29,0,2,18
"ペット2を真剣に見るみるく🐶
#犬好きさんと繋がりたい https://t.co/hR2cA0rSp2",ペットを真剣に見るみるく🐶 犬好きさんと繋がりたい ,2020-04-27 15:58:00+00:00,128.0,2.0,2530.0,287.0,0.1134387351778656,1.0,43.0,0.0,0.0,19.0,0,697,94,True,False,26,20200427,2020,4,27,15,0,18
@hitomin_rabi 可愛いです💞🤣, 可愛いです💞🤣,2020-04-27 02:35:00+00:00,1.0,0.0,75.0,1.0,0.0133333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,8,20200427,2020,4,27,2,0,18
@chiwafuwamomo 恋人なんです😌💞, 恋人なんです😌💞,2020-04-27 02:35:00+00:00,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,9,20200427,2020,4,27,2,0,18
"毛布が恋人💓
#犬好きさんと繋がりたい https://t.co/sAMLKFEcDi",毛布が恋人💓 犬好きさんと繋がりたい ,2020-04-25 14:27:00+00:00,300.0,3.0,4940.0,488.0,0.0987854251012145,1.0,64.0,0.0,3.0,33.0,0,1021,84,True,False,19,20200425,2020,4,25,14,5,17
"なんの音だろう？🐶

#犬好きさんと繋がりたい https://t.co/mkUrjOUR0D",なんの音だろう🐶  犬好きさんと繋がりたい ,2020-04-25 03:51:00+00:00,203.0,1.0,2497.0,349.0,0.1397677212655186,1.0,47.0,0.0,0.0,22.0,0,542,75,True,False,22,20200425,2020,4,25,3,5,17
"夕陽に照らされ神々しいみるく様🌇
#犬好きさんと繋がりたい https://t.co/dEr8PKDc2f",夕陽に照らされ神々しいみるく様🌇 犬好きさんと繋がりたい ,2020-04-24 09:32:00+00:00,234.0,4.0,4006.0,425.0,0.1060908637044433,0.0,46.0,0.0,3.0,22.0,0,920,116,True,False,29,20200424,2020,4,24,9,4,17
@perochi0303 爆発しちゃってます🤣🤣, 爆発しちゃってます🤣🤣,2020-04-23 07:46:00+00:00,1.0,0.0,126.0,1.0,0.0079365079365079,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200423,2020,4,23,7,3,17
@chiwafuwamomo 相当嬉しそうです☺️💞, 相当嬉しそうです☺️💞,2020-04-23 07:46:00+00:00,1.0,0.0,100.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,12,20200423,2020,4,23,7,3,17
"@e47oxBRXwvRLxT1 こちらこそありがとうございます🥰
仲良くしていただけたら嬉しいです💞", こちらこそありがとうございます🥰 仲良くしていただけたら嬉しいです💞,2020-04-23 07:45:00+00:00,0.0,0.0,128.0,1.0,0.0078125,0.0,1.0,0.0,0.0,0.0,0,0,0,False,True,35,20200423,2020,4,23,7,3,17
"お仕事から帰ってきた飼い主をお出迎えしました🐶
#犬好きさんと繋がりたい https://t.co/wLJm9o7T01",お仕事から帰ってきた飼い主をお出迎えしました🐶 犬好きさんと繋がりたい ,2020-04-22 04:23:00+00:00,997.0,61.0,21360.0,2068.0,0.096816479400749,3.0,183.0,10.0,15.0,177.0,0,5914,622,True,False,36,20200422,2020,4,22,4,2,17
@chiwafuwamomo 癒されています🥰, 癒されています🥰,2020-04-21 16:42:00+00:00,1.0,0.0,37.0,1.0,0.027027027027027,0.0,0.0,0.0,0.0,0.0,0,0,0,False,True,9,20200421,2020,4,21,16,1,17
